CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
18-04-0423-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,KELVIN RODRIGO HERNANDEZ MARTINEZ,NANCY CAROLA GÁMEZ ORTÍZ DE RAMÍREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0425-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""ELITE""",BARRIO EL MITCHAL,56968070,KELVIN RODRIGO HERNANDEZ MARTINEZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0429-46,18-039,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",BARRIO EL MITCHAL,49165611,KELVIN RODRIGO HERNANDEZ MARTINEZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0431-46,18-039,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",BARRIO EL MITCHAL,49165611,KELVIN RODRIGO HERNANDEZ MARTINEZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0434-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0435-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0441-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",ALDEA LOS CERRITOS,47401633,KELVIN RODRIGO HERNANDEZ MARTINEZ,ADONIA MARISOL LOPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0442-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",ALDEA LOS CERRITOS,47401633,KELVIN RODRIGO HERNANDEZ MARTINEZ,ADONIA MARISOL LOPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0446-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,KELVIN RODRIGO HERNANDEZ MARTINEZ,VICTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0447-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,KELVIN RODRIGO HERNANDEZ MARTINEZ,VICTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0448-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0449-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0454-46,18-039,IZABAL,MORALES,"COLEGIO PRIVADO BILINGÜE ""FUENTE DE VIDA""",ALDEA PLAYITAS,54118885,KELVIN RODRIGO HERNANDEZ MARTINEZ,SUCELY AMABETH PIVARAL PÉREZ DE MURALLES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0458-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNANDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0459-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNANDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0462-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,KELVIN RODRIGO HERNANDEZ MARTINEZ,DORA AMELIA MOSCOSO Y MOSCOSO DE MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0463-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,KELVIN RODRIGO HERNANDEZ MARTINEZ,DORA AMELIA MOSCOSO Y MOSCOSO DE MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0464-46,18-030,IZABAL,MORALES,INED,CALLE TULIO MARUZZO,54309026,SANTIAGO GUTIERREZ RECINOS,GLENDA MARIBEL VÁSQUEZ ENAMORADO DE CORDÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-0469-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNANDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0471-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0473-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNANDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0475-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO ""EMANUEL""",AVENIDA VICENTE COZZA,57385143,KELVIN RODRIGO HERNANDEZ MARTINEZ,FLOR DE MARIA TZUN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0477-46,18-028,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""ELITE""",BARRIO EL MITCHAL,56968070,CESAR ALFREDO OSORIO BOTZOC,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0483-46,18-039,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BASICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",BARRIO EL CARRIZAL,79477890,KELVIN RODRIGO HERNANDEZ MARTINEZ,MYNOR ANIBAL CASTRO PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0484-46,18-028,IZABAL,MORALES,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,CESAR ALFREDO OSORIO BOTZOC,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0488-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,41504101,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA EUGENIA MOLINA ALDANA DE PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0490-46,18-039,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,57006014,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0492-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,KELVIN RODRIGO HERNANDEZ MARTINEZ,NANCY CAROLA GÁMEZ ORTÍZ DE RAMÍREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0494-46,18-028,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,COLONIA VILLAS DEL ROSARIO,51529070,CESAR ALFREDO OSORIO BOTZOC,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0496-46,18-028,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40268253,CESAR ALFREDO OSORIO BOTZOC,DARWIN ENRIQUE ALVAREZ MORAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0498-46,18-028,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,CESAR ALFREDO OSORIO BOTZOC,VICTOR MANUEL BONILLA MARROQUÍN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0500-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO ""MAYA SYSTEMS""",ALDEA LOS ANDES,53626154,KELVIN RODRIGO HERNANDEZ MARTINEZ,GONZALO ARTURO JUÁREZ GARCÍA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0501-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZZO,55538518,KELVIN RODRIGO HERNANDEZ MARTINEZ,RENE BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0503-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRO LOS CASTRO,79476691,KELVIN RODRIGO HERNANDEZ MARTINEZ,WENDI MADAI CARTAGENA SANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0505-46,18-028,IZABAL,MORALES,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,30033544,CESAR ALFREDO OSORIO BOTZOC,KARLA JOHANA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0507-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO BILINGUE FUENTE DE VIDA,ALDEA PLAYITAS,55566421,KELVIN RODRIGO HERNANDEZ MARTINEZ,KARLA MARISOL PIVARAL PEREZ DE GALVEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0508-46,18-039,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,48744101,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-1983-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZZO,40911181,KELVIN RODRIGO HERNANDEZ MARTINEZ,RENE BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-2302-46,18-033,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO,ALDEA GRAN CAÑON,,BLANCA DINA RIVAS LOYO DE SANTIAGO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-2433-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO BILINGÜE DEL MONTE,FINCA BANANERA,79201120,KELVIN RODRIGO HERNANDEZ MARTINEZ,LUIS ALBERTO ACEITUNO QUEZADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-2442-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ADS. A COLEGIO BILINGÜE MUNDO INFANTIL,BARRIO NUEVO,79476823,KELVIN RODRIGO HERNANDEZ MARTINEZ,SANDRA NINETH GARCIA SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-2444-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION DIVERSIFICADA PEDRO MOLINA,ALDEA ARAPAHOE,79480009,KELVIN RODRIGO HERNANDEZ MARTINEZ,JOSE ALBERTO JUAREZ DE PAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-2526-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BILINGUE A B C SAN FRANCISCO,BARRIO EL MITCHAL,79478650,KELVIN RODRIGO HERNANDEZ MARTINEZ,SERGIO DE PAZ FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-2838-46,18-030,IZABAL,MORALES,INSTITUTO TECNICO MORALENSE ITM,LOTIFICACION SANTA BARBARA,55143008,SANTIAGO GUTIERREZ RECINOS,ROCAEL PAIZ VARELA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-3028-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE MARCO TULIO MARUZZO,79480009,KELVIN RODRIGO HERNANDEZ MARTINEZ,RENE BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-3060-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DE SUPERACION INTEGRAL EXCELENCIA,BARRIO EL MITCHAL,79476165,KELVIN RODRIGO HERNANDEZ MARTINEZ,AURA ELIZABETH ACEVEDO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-3201-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MAYA,BARRIO MODERNO,79477132,KELVIN RODRIGO HERNANDEZ MARTINEZ,--,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-3261-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,KELVIN RODRIGO HERNANDEZ MARTINEZ,MAJIB JHESSIELL YADZDIE WADY JOZ LANDAVERRY VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-3275-46,18-039,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",BARRIO EL CARRIZAL,79477890-79477891,KELVIN RODRIGO HERNANDEZ MARTINEZ,JOSE IVÁN JUÁREZ CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-05-0032-46,18-036,IZABAL,LOS AMATES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA P.C. MARCO TULIO RAMIREZ ESTRADA,LOS AMATES,57600359,LESBIA MARELI SANTOS PANCAN DE SUCHITE,MIRZA BERLI SAGASTUME GARCÍA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0033-46,18-036,IZABAL,LOS AMATES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA MARISCOS,47472455,LESBIA MARELI SANTOS PANCAN DE SUCHITE,HENRY EDILBERTO LEONARDO MARTINEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0083-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,HECTOR REYNALDO GOMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0084-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,KARL HESSEL RIVERA MADRID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0085-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,KARL HESSEL RIVERA MADRID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-05-0086-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,KARL HESSEL RIVERA MADRID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0090-46,18-032,IZABAL,LOS AMATES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA AMILCAR SAGASTUME RAMIREZ,FINCA CHOCTAW,,ERWIN ARDANI BARRERA PALMA,SERGIO OTTONIEL FLORES MANSILLA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0094-46,18-037,IZABAL,LOS AMATES,LICEO PRIVADO MIXTO TINAMITH MANUEL COLOM ARGUETA,ALDEA QUIRIGUA,79342445,MIRNA JUDITH AQUINO RIVERA DE ELIAS,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-05-0103-46,18-037,IZABAL,LOS AMATES,"COLEGIO ""ENRIQUE ESTRADA SANDOVAL""","COLONIA SANTA MARTA, BARRIO EL POZON",79473813,MIRNA JUDITH AQUINO RIVERA DE ELIAS,JULIO DAVID CROSS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0104-46,18-037,IZABAL,LOS AMATES,COLEGIO EVANGELICO PRIVADO MIXTO HOREB JULIO GONZALEZ,CALLE 15 DE SEPTIEMBRE,79473173,MIRNA JUDITH AQUINO RIVERA DE ELIAS,BRENDA ROXANA AYALA MORENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0105-46,18-037,IZABAL,LOS AMATES,COLEGIO J. HARVARD,BARRIO EL INSTITUTO,57022244,MIRNA JUDITH AQUINO RIVERA DE ELIAS,EDITA SELENA ORTEGA MANCHAME,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0106-46,18-037,IZABAL,LOS AMATES,"LICEO PRIVADO MIXTO TINAMITH ""MANUEL COLOM ARGUETA",ALDEA QUIRIGUA,41262945,MIRNA JUDITH AQUINO RIVERA DE ELIAS,GERSON OBED FUENTES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-05-0107-46,18-037,IZABAL,LOS AMATES,COLEGIO EVANGELICO PRIVADO MIXTO HOREB JULIO GONZALEZ,CALLE 15 DE SEPTIEMBRE,79473173,MIRNA JUDITH AQUINO RIVERA DE ELIAS,BRENDA ROXANA AYALA MORENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-05-0110-46,18-036,IZABAL,LOS AMATES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SANTA ROSA LOS PLANES,48468300,LESBIA MARELI SANTOS PANCAN DE SUCHITE,CEILIN SUCELI VALDEZ ORTEGA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0111-46,18-037,IZABAL,LOS AMATES,COLEGIO PRIVADO LIC. DAVID VELA,KM 200 AL ATLANTICO,79473116,MIRNA JUDITH AQUINO RIVERA DE ELIAS,HECTOR ENRIQUE ZUÑIGA ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0114-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,BARRIO EL POZON,79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,HECTOR REYNALDO GOMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0117-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,KARL HESSEL RIVERA MADRID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-05-0118-46,18-037,IZABAL,LOS AMATES,CENTRO EDUCATIVO MAYA,"COLONIA SANTA MARTA, BARRIO EL POZON",79479163,MIRNA JUDITH AQUINO RIVERA DE ELIAS,KARL HESSEL RIVERA MADRID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0124-46,18-037,IZABAL,LOS AMATES,"LICEO PRIVADO MIXTO ""HAMA"" LIC. HOLCAR ALEXANDER MORALES ARROYO","BARRIO TOLTEC, ALDEA QUIRIGUA",44833814,MIRNA JUDITH AQUINO RIVERA DE ELIAS,MIGUEL ANGEL DE PAZ ACEVEDO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0125-46,18-037,IZABAL,LOS AMATES,"LICEO PRIVADO MIXTO ""HAMA"" LIC. HOLCAR ALEXANDER MORALES ARROYO","BARRIO TOLTEC, ALDEA QUIRIGUA",44833814,MIRNA JUDITH AQUINO RIVERA DE ELIAS,MIGUEL ANGEL DE PAZ ACEVEDO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-05-0126-46,18-037,IZABAL,LOS AMATES,"LICEO PRIVADO MIXTO ""HAMA"" LIC. HOLCAR ALEXANDER MORALES ARROYO","BARRIO TOLTEC, ALDEA QUIRIGUA",44833814,MIRNA JUDITH AQUINO RIVERA DE ELIAS,MIGUEL ANGEL DE PAZ ACEVEDO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-05-0129-46,18-036,IZABAL,LOS AMATES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA PUENTE,ALDEA PUNTA BRAVA,44900790,LESBIA MARELI SANTOS PANCAN DE SUCHITE,COSMEN ENRIQUE SANCHEZ CAC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
